question,choice,view,segment,year,value
好きなお酒(複数回答),日本酒,地域別,首都圏,1994,
好きなお酒(複数回答),日本酒,地域別,首都圏,1996,
好きなお酒(複数回答),日本酒,地域別,首都圏,1998,
好きなお酒(複数回答),日本酒,地域別,首都圏,2000,
好きなお酒(複数回答),日本酒,地域別,首都圏,2002,
好きなお酒(複数回答),日本酒,地域別,首都圏,2004,
好きなお酒(複数回答),日本酒,地域別,首都圏,2006,
好きなお酒(複数回答),日本酒,地域別,首都圏,2008,
好きなお酒(複数回答),日本酒,地域別,首都圏,2010,
好きなお酒(複数回答),日本酒,地域別,首都圏,2012,
好きなお酒(複数回答),日本酒,地域別,首都圏,2014,
好きなお酒(複数回答),日本酒,地域別,首都圏,2016,38.8
好きなお酒(複数回答),日本酒,地域別,首都圏,2018,34.4
好きなお酒(複数回答),日本酒,地域別,首都圏,2020,37.1
好きなお酒(複数回答),日本酒,地域別,首都圏,2022,35.2
好きなお酒(複数回答),日本酒,地域別,首都圏,2024,34.9
好きなお酒(複数回答),日本酒,地域別,阪神圏,1992,
好きなお酒(複数回答),日本酒,地域別,阪神圏,1994,
好きなお酒(複数回答),日本酒,地域別,阪神圏,1996,
好きなお酒(複数回答),日本酒,地域別,阪神圏,1998,
好きなお酒(複数回答),日本酒,地域別,阪神圏,2000,
好きなお酒(複数回答),日本酒,地域別,阪神圏,2002,
好きなお酒(複数回答),日本酒,地域別,阪神圏,2004,
好きなお酒(複数回答),日本酒,地域別,阪神圏,2006,
好きなお酒(複数回答),日本酒,地域別,阪神圏,2008,
好きなお酒(複数回答),日本酒,地域別,阪神圏,2010,
好きなお酒(複数回答),日本酒,地域別,阪神圏,2012,
好きなお酒(複数回答),日本酒,地域別,阪神圏,2014,
好きなお酒(複数回答),日本酒,地域別,阪神圏,2016,32.8
好きなお酒(複数回答),日本酒,地域別,阪神圏,2018,33.6
好きなお酒(複数回答),日本酒,地域別,阪神圏,2020,33.3
好きなお酒(複数回答),日本酒,地域別,阪神圏,2022,29.3
好きなお酒(複数回答),日本酒,地域別,阪神圏,2024,30.8
好きなお酒(複数回答),焼酎,全体,全体,1992,
好きなお酒(複数回答),焼酎,全体,全体,1994,
好きなお酒(複数回答),焼酎,全体,全体,1996,
好きなお酒(複数回答),焼酎,全体,全体,1998,
好きなお酒(複数回答),焼酎,全体,全体,2000,
好きなお酒(複数回答),焼酎,全体,全体,2002,
好きなお酒(複数回答),焼酎,全体,全体,2004,
好きなお酒(複数回答),焼酎,全体,全体,2006,
好きなお酒(複数回答),焼酎,全体,全体,2008,
好きなお酒(複数回答),焼酎,全体,全体,2010,
好きなお酒(複数回答),焼酎,全体,全体,2012,
好きなお酒(複数回答),焼酎,全体,全体,2014,
好きなお酒(複数回答),焼酎,全体,全体,2016,38.2
好きなお酒(複数回答),焼酎,全体,全体,2018,36.9
好きなお酒(複数回答),焼酎,全体,全体,2020,33.4
好きなお酒(複数回答),焼酎,全体,全体,2022,33.9
好きなお酒(複数回答),焼酎,全体,全体,2024,32.2
好きなお酒(複数回答),焼酎,男女別,男性,1992,
好きなお酒(複数回答),焼酎,男女別,男性,1994,
好きなお酒(複数回答),焼酎,男女別,男性,1996,
好きなお酒(複数回答),焼酎,男女別,男性,1998,
好きなお酒(複数回答),焼酎,男女別,男性,2000,
好きなお酒(複数回答),焼酎,男女別,男性,2002,
好きなお酒(複数回答),焼酎,男女別,男性,2004,
好きなお酒(複数回答),焼酎,男女別,男性,2006,
好きなお酒(複数回答),焼酎,男女別,男性,2008,
好きなお酒(複数回答),焼酎,男女別,男性,2010,
好きなお酒(複数回答),焼酎,男女別,男性,2012,
好きなお酒(複数回答),焼酎,男女別,男性,2014,
好きなお酒(複数回答),焼酎,男女別,男性,2016,51.0
好きなお酒(複数回答),焼酎,男女別,男性,2018,48.9
好きなお酒(複数回答),焼酎,男女別,男性,2020,44.0
好きなお酒(複数回答),焼酎,男女別,男性,2022,44.1
好きなお酒(複数回答),焼酎,男女別,男性,2024,41.4
好きなお酒(複数回答),焼酎,男女別,女性,1992,
好きなお酒(複数回答),焼酎,男女別,女性,1994,
好きなお酒(複数回答),焼酎,男女別,女性,1996,
好きなお酒(複数回答),焼酎,男女別,女性,1998,
好きなお酒(複数回答),焼酎,男女別,女性,2000,
好きなお酒(複数回答),焼酎,男女別,女性,2002,
好きなお酒(複数回答),焼酎,男女別,女性,2004,
好きなお酒(複数回答),焼酎,男女別,女性,2006,
好きなお酒(複数回答),焼酎,男女別,女性,2008,
好きなお酒(複数回答),焼酎,男女別,女性,2010,
好きなお酒(複数回答),焼酎,男女別,女性,2012,
好きなお酒(複数回答),焼酎,男女別,女性,2014,
好きなお酒(複数回答),焼酎,男女別,女性,2016,20.8
好きなお酒(複数回答),焼酎,男女別,女性,2018,21.5
好きなお酒(複数回答),焼酎,男女別,女性,2020,20.4
好きなお酒(複数回答),焼酎,男女別,女性,2022,21.0
好きなお酒(複数回答),焼酎,男女別,女性,2024,20.5
好きなお酒(複数回答),焼酎,年代別,20代,1992,
好きなお酒(複数回答),焼酎,年代別,20代,1994,
好きなお酒(複数回答),焼酎,年代別,20代,1996,
好きなお酒(複数回答),焼酎,年代別,20代,1998,
好きなお酒(複数回答),焼酎,年代別,20代,2000,
好きなお酒(複数回答),焼酎,年代別,20代,2002,
好きなお酒(複数回答),焼酎,年代別,20代,2004,
好きなお酒(複数回答),焼酎,年代別,20代,2006,
好きなお酒(複数回答),焼酎,年代別,20代,2008,
好きなお酒(複数回答),焼酎,年代別,20代,2010,
好きなお酒(複数回答),焼酎,年代別,20代,2012,
好きなお酒(複数回答),焼酎,年代別,20代,2014,
好きなお酒(複数回答),焼酎,年代別,20代,2016,22.2
好きなお酒(複数回答),焼酎,年代別,20代,2018,20.7
好きなお酒(複数回答),焼酎,年代別,20代,2020,18.8
好きなお酒(複数回答),焼酎,年代別,20代,2022,17.7
好きなお酒(複数回答),焼酎,年代別,20代,2024,23.8
好きなお酒(複数回答),焼酎,年代別,30代,1992,
好きなお酒(複数回答),焼酎,年代別,30代,1994,
好きなお酒(複数回答),焼酎,年代別,30代,1996,
好きなお酒(複数回答),焼酎,年代別,30代,1998,
好きなお酒(複数回答),焼酎,年代別,30代,2000,
好きなお酒(複数回答),焼酎,年代別,30代,2002,
好きなお酒(複数回答),焼酎,年代別,30代,2004,
好きなお酒(複数回答),焼酎,年代別,30代,2006,
好きなお酒(複数回答),焼酎,年代別,30代,2008,
好きなお酒(複数回答),焼酎,年代別,30代,2010,
好きなお酒(複数回答),焼酎,年代別,30代,2012,
好きなお酒(複数回答),焼酎,年代別,30代,2014,
好きなお酒(複数回答),焼酎,年代別,30代,2016,38.1
好きなお酒(複数回答),焼酎,年代別,30代,2018,33.5
好きなお酒(複数回答),焼酎,年代別,30代,2020,31.9
好きなお酒(複数回答),焼酎,年代別,30代,2022,32.3
好きなお酒(複数回答),焼酎,年代別,30代,2024,25.8
好きなお酒(複数回答),焼酎,年代別,40代,1992,
好きなお酒(複数回答),焼酎,年代別,40代,1994,
好きなお酒(複数回答),焼酎,年代別,40代,1996,
好きなお酒(複数回答),焼酎,年代別,40代,1998,
好きなお酒(複数回答),焼酎,年代別,40代,2000,
好きなお酒(複数回答),焼酎,年代別,40代,2002,
好きなお酒(複数回答),焼酎,年代別,40代,2004,
好きなお酒(複数回答),焼酎,年代別,40代,2006,
好きなお酒(複数回答),焼酎,年代別,40代,2008,
好きなお酒(複数回答),焼酎,年代別,40代,2010,
好きなお酒(複数回答),焼酎,年代別,40代,2012,
好きなお酒(複数回答),焼酎,年代別,40代,2014,
好きなお酒(複数回答),焼酎,年代別,40代,2016,40.0
好きなお酒(複数回答),焼酎,年代別,40代,2018,36.0
好きなお酒(複数回答),焼酎,年代別,40代,2020,33.3
好きなお酒(複数回答),焼酎,年代別,40代,2022,33.8
好きなお酒(複数回答),焼酎,年代別,40代,2024,33.0
好きなお酒(複数回答),焼酎,年代別,50代,1992,
好きなお酒(複数回答),焼酎,年代別,50代,1994,
好きなお酒(複数回答),焼酎,年代別,50代,1996,
好きなお酒(複数回答),焼酎,年代別,50代,1998,
好きなお酒(複数回答),焼酎,年代別,50代,2000,
好きなお酒(複数回答),焼酎,年代別,50代,2002,
好きなお酒(複数回答),焼酎,年代別,50代,2004,
好きなお酒(複数回答),焼酎,年代別,50代,2006,
好きなお酒(複数回答),焼酎,年代別,50代,2008,
好きなお酒(複数回答),焼酎,年代別,50代,2010,
好きなお酒(複数回答),焼酎,年代別,50代,2012,
好きなお酒(複数回答),焼酎,年代別,50代,2014,
好きなお酒(複数回答),焼酎,年代別,50代,2016,40.5
好きなお酒(複数回答),焼酎,年代別,50代,2018,46.5
好きなお酒(複数回答),焼酎,年代別,50代,2020,39.1
好きなお酒(複数回答),焼酎,年代別,50代,2022,41.0
好きなお酒(複数回答),焼酎,年代別,50代,2024,34.8
好きなお酒(複数回答),焼酎,年代別,60代,1992,
好きなお酒(複数回答),焼酎,年代別,60代,1994,
好きなお酒(複数回答),焼酎,年代別,60代,1996,
好きなお酒(複数回答),焼酎,年代別,60代,1998,
好きなお酒(複数回答),焼酎,年代別,60代,2000,
好きなお酒(複数回答),焼酎,年代別,60代,2002,
好きなお酒(複数回答),焼酎,年代別,60代,2004,
好きなお酒(複数回答),焼酎,年代別,60代,2006,
好きなお酒(複数回答),焼酎,年代別,60代,2008,
好きなお酒(複数回答),焼酎,年代別,60代,2010,
好きなお酒(複数回答),焼酎,年代別,60代,2012,
好きなお酒(複数回答),焼酎,年代別,60代,2014,
好きなお酒(複数回答),焼酎,年代別,60代,2016,46.9
好きなお酒(複数回答),焼酎,年代別,60代,2018,46.9
好きなお酒(複数回答),焼酎,年代別,60代,2020,42.3
好きなお酒(複数回答),焼酎,年代別,60代,2022,42.0
好きなお酒(複数回答),焼酎,年代別,60代,2024,42.8
好きなお酒(複数回答),焼酎,年代別(男性),男性20代,1992,
好きなお酒(複数回答),焼酎,年代別(男性),男性20代,1994,
好きなお酒(複数回答),焼酎,年代別(男性),男性20代,1996,
好きなお酒(複数回答),焼酎,年代別(男性),男性20代,1998,
好きなお酒(複数回答),焼酎,年代別(男性),男性20代,2000,
好きなお酒(複数回答),焼酎,年代別(男性),男性20代,2002,
好きなお酒(複数回答),焼酎,年代別(男性),男性20代,2004,
好きなお酒(複数回答),焼酎,年代別(男性),男性20代,2006,
好きなお酒(複数回答),焼酎,年代別(男性),男性20代,2008,
好きなお酒(複数回答),焼酎,年代別(男性),男性20代,2010,
好きなお酒(複数回答),焼酎,年代別(男性),男性20代,2012,
好きなお酒(複数回答),焼酎,年代別(男性),男性20代,2014,
好きなお酒(複数回答),焼酎,年代別(男性),男性20代,2016,23.7
好きなお酒(複数回答),焼酎,年代別(男性),男性20代,2018,25.5
好きなお酒(複数回答),焼酎,年代別(男性),男性20代,2020,25.6
好きなお酒(複数回答),焼酎,年代別(男性),男性20代,2022,21.5
好きなお酒(複数回答),焼酎,年代別(男性),男性20代,2024,28.6
好きなお酒(複数回答),焼酎,年代別(男性),男性30代,1992,
好きなお酒(複数回答),焼酎,年代別(男性),男性30代,1994,
好きなお酒(複数回答),焼酎,年代別(男性),男性30代,1996,
好きなお酒(複数回答),焼酎,年代別(男性),男性30代,1998,
好きなお酒(複数回答),焼酎,年代別(男性),男性30代,2000,
好きなお酒(複数回答),焼酎,年代別(男性),男性30代,2002,
好きなお酒(複数回答),焼酎,年代別(男性),男性30代,2004,
好きなお酒(複数回答),焼酎,年代別(男性),男性30代,2006,
好きなお酒(複数回答),焼酎,年代別(男性),男性30代,2008,
好きなお酒(複数回答),焼酎,年代別(男性),男性30代,2010,
好きなお酒(複数回答),焼酎,年代別(男性),男性30代,2012,
好きなお酒(複数回答),焼酎,年代別(男性),男性30代,2014,
好きなお酒(複数回答),焼酎,年代別(男性),男性30代,2016,49.2
好きなお酒(複数回答),焼酎,年代別(男性),男性30代,2018,42.5
好きなお酒(複数回答),焼酎,年代別(男性),男性30代,2020,37.7
好きなお酒(複数回答),焼酎,年代別(男性),男性30代,2022,40.0
好きなお酒(複数回答),焼酎,年代別(男性),男性30代,2024,30.9
好きなお酒(複数回答),焼酎,年代別(男性),男性40代,1992,
好きなお酒(複数回答),焼酎,年代別(男性),男性40代,1994,
好きなお酒(複数回答),焼酎,年代別(男性),男性40代,1996,
好きなお酒(複数回答),焼酎,年代別(男性),男性40代,1998,
好きなお酒(複数回答),焼酎,年代別(男性),男性40代,2000,
好きなお酒(複数回答),焼酎,年代別(男性),男性40代,2002,
好きなお酒(複数回答),焼酎,年代別(男性),男性40代,2004,
好きなお酒(複数回答),焼酎,年代別(男性),男性40代,2006,
好きなお酒(複数回答),焼酎,年代別(男性),男性40代,2008,
好きなお酒(複数回答),焼酎,年代別(男性),男性40代,2010,
好きなお酒(複数回答),焼酎,年代別(男性),男性40代,2012,
好きなお酒(複数回答),焼酎,年代別(男性),男性40代,2014,
好きなお酒(複数回答),焼酎,年代別(男性),男性40代,2016,53.4
好きなお酒(複数回答),焼酎,年代別(男性),男性40代,2018,47.5
好きなお酒(複数回答),焼酎,年代別(男性),男性40代,2020,44.9
好きなお酒(複数回答),焼酎,年代別(男性),男性40代,2022,41.2
好きなお酒(複数回答),焼酎,年代別(男性),男性40代,2024,40.8
好きなお酒(複数回答),焼酎,年代別(男性),男性50代,1992,
好きなお酒(複数回答),焼酎,年代別(男性),男性50代,1994,
好きなお酒(複数回答),焼酎,年代別(男性),男性50代,1996,
好きなお酒(複数回答),焼酎,年代別(男性),男性50代,1998,
好きなお酒(複数回答),焼酎,年代別(男性),男性50代,2000,
好きなお酒(複数回答),焼酎,年代別(男性),男性50代,2002,
好きなお酒(複数回答),焼酎,年代別(男性),男性50代,2004,
好きなお酒(複数回答),焼酎,年代別(男性),男性50代,2006,
好きなお酒(複数回答),焼酎,年代別(男性),男性50代,2008,
好きなお酒(複数回答),焼酎,年代別(男性),男性50代,2010,
好きなお酒(複数回答),焼酎,年代別(男性),男性50代,2012,
好きなお酒(複数回答),焼酎,年代別(男性),男性50代,2014,
好きなお酒(複数回答),焼酎,年代別(男性),男性50代,2016,57.7
好きなお酒(複数回答),焼酎,年代別(男性),男性50代,2018,64.5
好きなお酒(複数回答),焼酎,年代別(男性),男性50代,2020,52.7
好きなお酒(複数回答),焼酎,年代別(男性),男性50代,2022,53.7
好きなお酒(複数回答),焼酎,年代別(男性),男性50代,2024,46.2
好きなお酒(複数回答),焼酎,年代別(男性),男性60代,1992,
好きなお酒(複数回答),焼酎,年代別(男性),男性60代,1994,
好きなお酒(複数回答),焼酎,年代別(男性),男性60代,1996,
好きなお酒(複数回答),焼酎,年代別(男性),男性60代,1998,
好きなお酒(複数回答),焼酎,年代別(男性),男性60代,2000,
好きなお酒(複数回答),焼酎,年代別(男性),男性60代,2002,
好きなお酒(複数回答),焼酎,年代別(男性),男性60代,2004,
好きなお酒(複数回答),焼酎,年代別(男性),男性60代,2006,
好きなお酒(複数回答),焼酎,年代別(男性),男性60代,2008,
好きなお酒(複数回答),焼酎,年代別(男性),男性60代,2010,
好きなお酒(複数回答),焼酎,年代別(男性),男性60代,2012,
好きなお酒(複数回答),焼酎,年代別(男性),男性60代,2014,
好きなお酒(複数回答),焼酎,年代別(男性),男性60代,2016,63.5
好きなお酒(複数回答),焼酎,年代別(男性),男性60代,2018,61.2
好きなお酒(複数回答),焼酎,年代別(男性),男性60代,2020,55.6
好きなお酒(複数回答),焼酎,年代別(男性),男性60代,2022,59.3
好きなお酒(複数回答),焼酎,年代別(男性),男性60代,2024,58.6
好きなお酒(複数回答),焼酎,年代別(女性),女性20代,1992,
好きなお酒(複数回答),焼酎,年代別(女性),女性20代,1994,
好きなお酒(複数回答),焼酎,年代別(女性),女性20代,1996,
好きなお酒(複数回答),焼酎,年代別(女性),女性20代,1998,
好きなお酒(複数回答),焼酎,年代別(女性),女性20代,2000,
好きなお酒(複数回答),焼酎,年代別(女性),女性20代,2002,
好きなお酒(複数回答),焼酎,年代別(女性),女性20代,2004,
好きなお酒(複数回答),焼酎,年代別(女性),女性20代,2006,
好きなお酒(複数回答),焼酎,年代別(女性),女性20代,2008,
好きなお酒(複数回答),焼酎,年代別(女性),女性20代,2010,
好きなお酒(複数回答),焼酎,年代別(女性),女性20代,2012,
好きなお酒(複数回答),焼酎,年代別(女性),女性20代,2014,
好きなお酒(複数回答),焼酎,年代別(女性),女性20代,2016,20.5
好きなお酒(複数回答),焼酎,年代別(女性),女性20代,2018,15.1
好きなお酒(複数回答),焼酎,年代別(女性),女性20代,2020,10.5
好きなお酒(複数回答),焼酎,年代別(女性),女性20代,2022,13.4
好きなお酒(複数回答),焼酎,年代別(女性),女性20代,2024,18.1
好きなお酒(複数回答),焼酎,年代別(女性),女性30代,1992,
好きなお酒(複数回答),焼酎,年代別(女性),女性30代,1994,
好きなお酒(複数回答),焼酎,年代別(女性),女性30代,1996,
好きなお酒(複数回答),焼酎,年代別(女性),女性30代,1998,
好きなお酒(複数回答),焼酎,年代別(女性),女性30代,2000,
好きなお酒(複数回答),焼酎,年代別(女性),女性30代,2002,
好きなお酒(複数回答),焼酎,年代別(女性),女性30代,2004,
好きなお酒(複数回答),焼酎,年代別(女性),女性30代,2006,
好きなお酒(複数回答),焼酎,年代別(女性),女性30代,2008,
好きなお酒(複数回答),焼酎,年代別(女性),女性30代,2010,
好きなお酒(複数回答),焼酎,年代別(女性),女性30代,2012,
好きなお酒(複数回答),焼酎,年代別(女性),女性30代,2014,
好きなお酒(複数回答),焼酎,年代別(女性),女性30代,2016,23.6
好きなお酒(複数回答),焼酎,年代別(女性),女性30代,2018,21.2
好きなお酒(複数回答),焼酎,年代別(女性),女性30代,2020,24.4
好きなお酒(複数回答),焼酎,年代別(女性),女性30代,2022,22.8
好きなお酒(複数回答),焼酎,年代別(女性),女性30代,2024,19.7
好きなお酒(複数回答),焼酎,年代別(女性),女性40代,1992,
好きなお酒(複数回答),焼酎,年代別(女性),女性40代,1994,
好きなお酒(複数回答),焼酎,年代別(女性),女性40代,1996,
好きなお酒(複数回答),焼酎,年代別(女性),女性40代,1998,
好きなお酒(複数回答),焼酎,年代別(女性),女性40代,2000,
好きなお酒(複数回答),焼酎,年代別(女性),女性40代,2002,
好きなお酒(複数回答),焼酎,年代別(女性),女性40代,2004,
好きなお酒(複数回答),焼酎,年代別(女性),女性40代,2006,
好きなお酒(複数回答),焼酎,年代別(女性),女性40代,2008,
好きなお酒(複数回答),焼酎,年代別(女性),女性40代,2010,
好きなお酒(複数回答),焼酎,年代別(女性),女性40代,2012,
好きなお酒(複数回答),焼酎,年代別(女性),女性40代,2014,
好きなお酒(複数回答),焼酎,年代別(女性),女性40代,2016,23.0
好きなお酒(複数回答),焼酎,年代別(女性),女性40代,2018,21.7
好きなお酒(複数回答),焼酎,年代別(女性),女性40代,2020,18.9
好きなお酒(複数回答),焼酎,年代別(女性),女性40代,2022,24.3
好きなお酒(複数回答),焼酎,年代別(女性),女性40代,2024,23.1
好きなお酒(複数回答),焼酎,年代別(女性),女性50代,1992,
好きなお酒(複数回答),焼酎,年代別(女性),女性50代,1994,
好きなお酒(複数回答),焼酎,年代別(女性),女性50代,1996,
好きなお酒(複数回答),焼酎,年代別(女性),女性50代,1998,
好きなお酒(複数回答),焼酎,年代別(女性),女性50代,2000,
好きなお酒(複数回答),焼酎,年代別(女性),女性50代,2002,
好きなお酒(複数回答),焼酎,年代別(女性),女性50代,2004,
好きなお酒(複数回答),焼酎,年代別(女性),女性50代,2006,
好きなお酒(複数回答),焼酎,年代別(女性),女性50代,2008,
好きなお酒(複数回答),焼酎,年代別(女性),女性50代,2010,
好きなお酒(複数回答),焼酎,年代別(女性),女性50代,2012,
好きなお酒(複数回答),焼酎,年代別(女性),女性50代,2014,
好きなお酒(複数回答),焼酎,年代別(女性),女性50代,2016,15.1
好きなお酒(複数回答),焼酎,年代別(女性),女性50代,2018,22.3
好きなお酒(複数回答),焼酎,年代別(女性),女性50代,2020,22.2
好きなお酒(複数回答),焼酎,年代別(女性),女性50代,2022,23.9
好きなお酒(複数回答),焼酎,年代別(女性),女性50代,2024,19.9
好きなお酒(複数回答),焼酎,年代別(女性),女性60代,1992,
好きなお酒(複数回答),焼酎,年代別(女性),女性60代,1994,
好きなお酒(複数回答),焼酎,年代別(女性),女性60代,1996,
好きなお酒(複数回答),焼酎,年代別(女性),女性60代,1998,
好きなお酒(複数回答),焼酎,年代別(女性),女性60代,2000,
好きなお酒(複数回答),焼酎,年代別(女性),女性60代,2002,
好きなお酒(複数回答),焼酎,年代別(女性),女性60代,2004,
好きなお酒(複数回答),焼酎,年代別(女性),女性60代,2006,
好きなお酒(複数回答),焼酎,年代別(女性),女性60代,2008,
好きなお酒(複数回答),焼酎,年代別(女性),女性60代,2010,
好きなお酒(複数回答),焼酎,年代別(女性),女性60代,2012,
好きなお酒(複数回答),焼酎,年代別(女性),女性60代,2014,
好きなお酒(複数回答),焼酎,年代別(女性),女性60代,2016,20.0
好きなお酒(複数回答),焼酎,年代別(女性),女性60代,2018,27.2
好きなお酒(複数回答),焼酎,年代別(女性),女性60代,2020,26.0
好きなお酒(複数回答),焼酎,年代別(女性),女性60代,2022,17.8
好きなお酒(複数回答),焼酎,年代別(女性),女性60代,2024,21.1
好きなお酒(複数回答),焼酎,地域別,首都圏,1992,
好きなお酒(複数回答),焼酎,地域別,首都圏,1994,
好きなお酒(複数回答),焼酎,地域別,首都圏,1996,
好きなお酒(複数回答),焼酎,地域別,首都圏,1998,
好きなお酒(複数回答),焼酎,地域別,首都圏,2000,
好きなお酒(複数回答),焼酎,地域別,首都圏,2002,
好きなお酒(複数回答),焼酎,地域別,首都圏,2004,
好きなお酒(複数回答),焼酎,地域別,首都圏,2006,
好きなお酒(複数回答),焼酎,地域別,首都圏,2008,
好きなお酒(複数回答),焼酎,地域別,首都圏,2010,
好きなお酒(複数回答),焼酎,地域別,首都圏,2012,
好きなお酒(複数回答),焼酎,地域別,首都圏,2014,
好きなお酒(複数回答),焼酎,地域別,首都圏,2016,39.0
好きなお酒(複数回答),焼酎,地域別,首都圏,2018,38.3
好きなお酒(複数回答),焼酎,地域別,首都圏,2020,34.5
好きなお酒(複数回答),焼酎,地域別,首都圏,2022,35.6
好きなお酒(複数回答),焼酎,地域別,首都圏,2024,33.9
好きなお酒(複数回答),焼酎,地域別,阪神圏,1992,
好きなお酒(複数回答),焼酎,地域別,阪神圏,1994,
好きなお酒(複数回答),焼酎,地域別,阪神圏,1996,
好きなお酒(複数回答),焼酎,地域別,阪神圏,1998,
好きなお酒(複数回答),焼酎,地域別,阪神圏,2000,
好きなお酒(複数回答),焼酎,地域別,阪神圏,2002,
好きなお酒(複数回答),焼酎,地域別,阪神圏,2004,
好きなお酒(複数回答),焼酎,地域別,阪神圏,2006,
好きなお酒(複数回答),焼酎,地域別,阪神圏,2008,
好きなお酒(複数回答),焼酎,地域別,阪神圏,2010,
好きなお酒(複数回答),焼酎,地域別,阪神圏,2012,
好きなお酒(複数回答),焼酎,地域別,阪神圏,2014,
好きなお酒(複数回答),焼酎,地域別,阪神圏,2016,35.9
好きなお酒(複数回答),焼酎,地域別,阪神圏,2018,33.3
好きなお酒(複数回答),焼酎,地域別,阪神圏,2020,30.5
好きなお酒(複数回答),焼酎,地域別,阪神圏,2022,29.3
好きなお酒(複数回答),焼酎,地域別,阪神圏,2024,27.6
好きなお酒(複数回答),チューハイ・サワー,全体,全体,1992,
好きなお酒(複数回答),チューハイ・サワー,全体,全体,1994,
好きなお酒(複数回答),チューハイ・サワー,全体,全体,1996,
好きなお酒(複数回答),チューハイ・サワー,全体,全体,1998,
好きなお酒(複数回答),チューハイ・サワー,全体,全体,2000,
好きなお酒(複数回答),チューハイ・サワー,全体,全体,2002,
好きなお酒(複数回答),チューハイ・サワー,全体,全体,2004,
好きなお酒(複数回答),チューハイ・サワー,全体,全体,2006,
好きなお酒(複数回答),チューハイ・サワー,全体,全体,2008,
好きなお酒(複数回答),チューハイ・サワー,全体,全体,2010,
好きなお酒(複数回答),チューハイ・サワー,全体,全体,2012,
好きなお酒(複数回答),チューハイ・サワー,全体,全体,2014,
好きなお酒(複数回答),チューハイ・サワー,全体,全体,2016,51.4
好きなお酒(複数回答),チューハイ・サワー,全体,全体,2018,54.3
好きなお酒(複数回答),チューハイ・サワー,全体,全体,2020,60.4
好きなお酒(複数回答),チューハイ・サワー,全体,全体,2022,60.6
好きなお酒(複数回答),チューハイ・サワー,全体,全体,2024,61.8
好きなお酒(複数回答),チューハイ・サワー,男女別,男性,1992,
好きなお酒(複数回答),チューハイ・サワー,男女別,男性,1994,
好きなお酒(複数回答),チューハイ・サワー,男女別,男性,1996,
好きなお酒(複数回答),チューハイ・サワー,男女別,男性,1998,
好きなお酒(複数回答),チューハイ・サワー,男女別,男性,2000,
好きなお酒(複数回答),チューハイ・サワー,男女別,男性,2002,
好きなお酒(複数回答),チューハイ・サワー,男女別,男性,2004,
好きなお酒(複数回答),チューハイ・サワー,男女別,男性,2006,
好きなお酒(複数回答),チューハイ・サワー,男女別,男性,2008,
好きなお酒(複数回答),チューハイ・サワー,男女別,男性,2010,
好きなお酒(複数回答),チューハイ・サワー,男女別,男性,2012,
好きなお酒(複数回答),チューハイ・サワー,男女別,男性,2014,
好きなお酒(複数回答),チューハイ・サワー,男女別,男性,2016,45.9
好きなお酒(複数回答),チューハイ・サワー,男女別,男性,2018,48.8
好きなお酒(複数回答),チューハイ・サワー,男女別,男性,2020,56.6
好きなお酒(複数回答),チューハイ・サワー,男女別,男性,2022,56.4
好きなお酒(複数回答),チューハイ・サワー,男女別,男性,2024,56.8
好きなお酒(複数回答),チューハイ・サワー,男女別,女性,1992,
好きなお酒(複数回答),チューハイ・サワー,男女別,女性,1994,
好きなお酒(複数回答),チューハイ・サワー,男女別,女性,1996,
好きなお酒(複数回答),チューハイ・サワー,男女別,女性,1998,
好きなお酒(複数回答),チューハイ・サワー,男女別,女性,2000,
好きなお酒(複数回答),チューハイ・サワー,男女別,女性,2002,
好きなお酒(複数回答),チューハイ・サワー,男女別,女性,2004,
好きなお酒(複数回答),チューハイ・サワー,男女別,女性,2006,
好きなお酒(複数回答),チューハイ・サワー,男女別,女性,2008,
好きなお酒(複数回答),チューハイ・サワー,男女別,女性,2010,
好きなお酒(複数回答),チューハイ・サワー,男女別,女性,2012,
好きなお酒(複数回答),チューハイ・サワー,男女別,女性,2014,
好きなお酒(複数回答),チューハイ・サワー,男女別,女性,2016,58.7
好きなお酒(複数回答),チューハイ・サワー,男女別,女性,2018,61.5
好きなお酒(複数回答),チューハイ・サワー,男女別,女性,2020,65.0
好きなお酒(複数回答),チューハイ・サワー,男女別,女性,2022,66.0
好きなお酒(複数回答),チューハイ・サワー,男女別,女性,2024,68.3
好きなお酒(複数回答),チューハイ・サワー,年代別,20代,1992,
好きなお酒(複数回答),チューハイ・サワー,年代別,20代,1994,
好きなお酒(複数回答),チューハイ・サワー,年代別,20代,1996,
好きなお酒(複数回答),チューハイ・サワー,年代別,20代,1998,
好きなお酒(複数回答),チューハイ・サワー,年代別,20代,2000,
好きなお酒(複数回答),チューハイ・サワー,年代別,20代,2002,
好きなお酒(複数回答),チューハイ・サワー,年代別,20代,2004,
好きなお酒(複数回答),チューハイ・サワー,年代別,20代,2006,
好きなお酒(複数回答),チューハイ・サワー,年代別,20代,2008,
好きなお酒(複数回答),チューハイ・サワー,年代別,20代,2010,
好きなお酒(複数回答),チューハイ・サワー,年代別,20代,2012,
好きなお酒(複数回答),チューハイ・サワー,年代別,20代,2014,
好きなお酒(複数回答),チューハイ・サワー,年代別,20代,2016,64.2
好きなお酒(複数回答),チューハイ・サワー,年代別,20代,2018,70.8
